,image,scene,0,1,6,7,11,12,13,14,15,17,18,sum
13659,0000002252.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13660,0000002252.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13661,0000002253.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13662,0000002253.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13663,0000002253.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13664,0000002253.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13665,0000002253.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13666,0000002254.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13667,0000002254.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13668,0000002254.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13669,0000002254.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13670,0000002254.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13671,0000002255.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13672,0000002255.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13673,0000002255.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13674,0000002255.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13675,0000002255.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13676,0000002256.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13677,0000002256.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13678,0000002256.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13679,0000002256.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13680,0000002256.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13681,0000002257.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13682,0000002257.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13683,0000002257.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13684,0000002257.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13685,0000002257.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13686,0000002258.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13687,0000002258.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13688,0000002258.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13689,0000002258.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13690,0000002258.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13691,0000002259.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13692,0000002259.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13693,0000002259.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13694,0000002259.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13695,0000002259.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13696,0000002260.png,/2013_05_28_drive_0000_sync,1,1,0,0,0,0,1,0,0,0,0,3
13697,0000002260.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13698,0000002260.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13699,0000002260.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13700,0000002260.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13701,0000002261.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13702,0000002261.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13703,0000002261.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13704,0000002261.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13705,0000002261.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13706,0000002262.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13707,0000002262.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13708,0000002262.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13709,0000002262.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13710,0000002262.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13711,0000002263.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13712,0000002263.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13713,0000002263.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13714,0000002263.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13715,0000002263.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13716,0000002264.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13717,0000002264.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13718,0000002264.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13719,0000002264.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13720,0000002264.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13721,0000002265.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13722,0000002265.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13723,0000002265.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13724,0000002265.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13725,0000002265.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13726,0000002266.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13727,0000002266.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13728,0000002266.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13729,0000002266.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13730,0000002266.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13731,0000002267.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13732,0000002267.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13733,0000002267.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13734,0000002267.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,1,0,0,0,4
13735,0000002267.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13736,0000002268.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13737,0000002268.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13738,0000002268.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13739,0000002268.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13740,0000002268.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13741,0000002269.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13742,0000002269.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13743,0000002269.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13744,0000002269.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13745,0000002269.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13746,0000002270.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13747,0000002270.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13748,0000002270.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13749,0000002270.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13750,0000002270.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13751,0000002271.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13752,0000002271.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13753,0000002271.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13754,0000002271.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13755,0000002271.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13756,0000002272.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13757,0000002272.png,/2013_05_28_drive_0005_sync,1,1,0,0,0,0,1,0,0,0,0,3
13758,0000002272.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13759,0000002272.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13760,0000002272.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13761,0000002273.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13762,0000002273.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13763,0000002273.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13764,0000002273.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13765,0000002273.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13766,0000002274.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13767,0000002274.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13768,0000002274.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13769,0000002274.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,1,0,0,0,5
13770,0000002274.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13771,0000002275.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13772,0000002275.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13773,0000002275.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13774,0000002275.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13775,0000002275.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13776,0000002276.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13777,0000002276.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13778,0000002276.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13779,0000002276.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13780,0000002276.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13781,0000002277.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13782,0000002277.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13783,0000002277.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13784,0000002277.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13785,0000002277.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13786,0000002278.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13787,0000002278.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13788,0000002278.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13789,0000002278.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13790,0000002278.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13791,0000002279.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13792,0000002279.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13793,0000002279.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13794,0000002279.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13795,0000002279.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13796,0000002280.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13797,0000002280.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13798,0000002280.png,/2013_05_28_drive_0006_sync,1,1,0,0,0,0,1,0,0,0,0,3
13799,0000002280.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13800,0000002280.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13801,0000002281.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13802,0000002281.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13803,0000002281.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13804,0000002281.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13805,0000002281.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13806,0000002282.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13807,0000002282.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13808,0000002282.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13809,0000002282.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13810,0000002282.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13811,0000002283.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13812,0000002283.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13813,0000002283.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13814,0000002283.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13815,0000002283.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13816,0000002284.png,/2013_05_28_drive_0000_sync,1,1,1,1,0,0,1,0,0,0,0,5
13817,0000002284.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13818,0000002284.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13819,0000002284.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13820,0000002284.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13821,0000002285.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,0,0,0,0,3
13822,0000002285.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13823,0000002285.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13824,0000002285.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13825,0000002285.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13826,0000002286.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,0,0,0,0,3
13827,0000002286.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13828,0000002286.png,/2013_05_28_drive_0006_sync,1,1,0,1,0,0,1,0,0,0,0,4
13829,0000002286.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13830,0000002286.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13831,0000002287.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,0,0,0,0,3
13832,0000002287.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13833,0000002287.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13834,0000002287.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,1,0,0,0,0,4
13835,0000002287.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13836,0000002288.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,0,0,0,0,4
13837,0000002288.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13838,0000002288.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13839,0000002288.png,/2013_05_28_drive_0007_sync,1,0,0,1,0,0,1,0,0,0,0,3
13840,0000002288.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13841,0000002289.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13842,0000002289.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13843,0000002289.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13845,0000002289.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13846,0000002290.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13847,0000002290.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13848,0000002290.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13849,0000002290.png,/2013_05_28_drive_0007_sync,1,0,1,1,0,0,0,0,0,0,0,3
13850,0000002290.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13851,0000002291.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13852,0000002291.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13853,0000002291.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13855,0000002291.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13856,0000002292.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13857,0000002292.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13858,0000002292.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13860,0000002292.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13861,0000002293.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13862,0000002293.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13863,0000002293.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13865,0000002293.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13866,0000002294.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13867,0000002294.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13868,0000002294.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13870,0000002294.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13871,0000002295.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13872,0000002295.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13873,0000002295.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13875,0000002295.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13876,0000002296.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13877,0000002296.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13878,0000002296.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13880,0000002296.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13881,0000002297.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13882,0000002297.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13883,0000002297.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13885,0000002297.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13886,0000002298.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13887,0000002298.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13888,0000002298.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13890,0000002298.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13891,0000002299.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13892,0000002299.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13893,0000002299.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13895,0000002299.png,/2013_05_28_drive_0009_sync,1,1,0,1,0,0,1,0,0,0,0,4
13896,0000002300.png,/2013_05_28_drive_0000_sync,1,0,0,1,0,0,1,1,0,0,0,4
13897,0000002300.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13898,0000002300.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13900,0000002300.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13901,0000002301.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13902,0000002301.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13903,0000002301.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13904,0000002301.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13905,0000002301.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13906,0000002302.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13907,0000002302.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13908,0000002302.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13909,0000002302.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13910,0000002302.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13911,0000002303.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13912,0000002303.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13913,0000002303.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13914,0000002303.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13915,0000002303.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13916,0000002304.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13917,0000002304.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13918,0000002304.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13919,0000002304.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13920,0000002304.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13921,0000002305.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13922,0000002305.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,1,0,0,0,0,4
13923,0000002305.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13924,0000002305.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13925,0000002305.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13926,0000002306.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13927,0000002306.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,0,0,0,0,0,3
13928,0000002306.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13929,0000002306.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13930,0000002306.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13931,0000002307.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13932,0000002307.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,0,0,0,0,0,3
13933,0000002307.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13934,0000002307.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13935,0000002307.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13936,0000002308.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13937,0000002308.png,/2013_05_28_drive_0005_sync,1,1,0,1,0,0,0,0,0,0,0,3
13938,0000002308.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
13939,0000002308.png,/2013_05_28_drive_0007_sync,1,1,0,1,0,0,0,0,0,0,0,3
13940,0000002308.png,/2013_05_28_drive_0009_sync,1,1,0,0,0,0,1,0,0,0,0,3
13941,0000002309.png,/2013_05_28_drive_0000_sync,1,1,0,1,0,0,1,1,0,0,0,5
13943,0000002309.png,/2013_05_28_drive_0006_sync,1,1,0,1,1,0,1,0,0,0,0,5
